Urban.rural,Market,Download.speed..Mbit.s..24.hrs,Upload.speed..Mbit.s.24.hour,DNS.resolution..ms.24.hour,Latency..ms.24.hour,Web.page..ms.24.hour
Urban,1,36.8035,9.197,11.415,10.192,181.729
,0,58.8322,17.633,21.435,21.133,259.598
Urban,3,70.5853,17.203,14.899,14.652,192.916
Urban,3,53.6806,3.062,13.381,15.058,244.775
Rural,1,36.9569,9.317,18.114,16.475,234.281
Urban,3,68.2057,18.592,11.165,10.837,190.768
Urban,3,32.5076,1.975,12.616,9.653,181.584
Urban,3,53.7207,3.068,12.537,19.945,259.081
Urban,3,32.6274,1.963,11.708,8.412,260.57
Urban,3,46.6955,18.579,14.578,14.13,220.714
Rural,1,6.2673,0.411,NA,15.892,NA
Rural,1,6.8424,0.38,26.367,24.714,705.736
Rural,1,54.6215,15.761,24.055,22.776,355.9
Urban,3,68.6796,18.523,8.795,8.877,190.904
Urban,3,7.9339,0.713,37.816,27.883,701.672
Urban,3,50.4482,13.295,13.978,14.564,241.714
Urban,3,133.3132,20.479,13.807,20.816,200.949
,0,73.1945,20.58,15.313,13.199,206.058
Urban,1,17.0406,1.106,16.035,15.605,327.566
Urban,1,13.1368,1.005,30.481,29.639,596.864
Urban,3,32.188,17.252,20.562,19.475,295.619
Urban,3,49.1221,12.563,22.718,23.015,327.622
Rural,3,34.8623,6.218,32.204,31.049,390.268
Rural,1,37.1325,6.771,36.275,35.143,404.539
Rural,1,4.2035,0.373,41.075,39.991,1726.99
,3,37.3321,8.843,22.298,19.078,249.62
Urban,3,73.6786,17.348,9.897,8.664,151.862
Urban,4,5.8494,0.726,26.013,24.721,802.489
Rural,3,66.0942,18.563,17.086,16.417,254.257
Urban,3,12.2698,0.905,32.351,26.054,NA
Urban,3,6.2978,1.117,32.658,14.523,1083.66
Urban,3,16.114,1.25,21.35,14.821,547.262
Urban,1,15.8814,1.049,14.863,14.16,371.526
Urban,3,17.7008,2.184,9.715,9.544,271.559
Urban,3,69.9002,17.339,12.323,11.365,200.908
Urban,3,34.7068,9.372,13.696,13.606,248.561
Urban,3,54.7745,17.138,13.689,13.924,238.991
Rural,1,5.7455,0.501,33.417,33.477,911.813
Rural,1,6.3678,0.393,18.905,18.802,705.753
Urban,2,57.1898,17.298,11.872,11.985,219.8
Urban,3,27.5845,4.11,30.675,30.585,440.332
Urban,3,72.1772,17.191,11.248,11.722,223.429
Urban,3,70.0787,17.311,9.599,8.669,202.611
Urban,3,70.7129,18.577,6.982,6.775,169.386
Urban,3,58.1731,15.803,14.08,12.911,271.458
Urban,3,37.3389,9.526,7.017,4.794,281.166
Urban,3,6.508,1.078,17.371,18.515,1008.394
Urban,3,104.8453,12.192,13.996,9.978,246.275
Urban,3,120.8885,12.025,11.749,9.108,171.377
Urban,3,125.5147,11.737,15.336,9.805,223.572
Urban,3,146.0937,12.282,14.54,12.987,293.989
Urban,3,114.8412,11.349,14.701,12.501,233.873
Urban,3,150.3676,12.103,14.493,13.764,218.259
Urban,3,119.4231,11.343,16.444,13.518,237.695
Rural,3,1.6313,0.829,28.12,35.355,2153.236
Urban,3,125.8522,12.099,12.975,14.068,247.138
Urban,3,88.3871,6.037,26.373,22.811,315.559
Urban,3,118.3121,11.496,13.827,13.948,249.932
Urban,2,111.2562,11.404,13.195,11.876,214.047
Urban,3,141.2235,12.225,15.452,14.033,272.205
Urban,3,133.7296,11.873,12.888,9.679,167.723
Urban,3,146.7311,12.031,11.638,9.138,201.221
Urban,3,134.7779,12.229,13.276,14.689,263.013
Urban,3,145.2567,11.188,12.067,12.23,243.558
Urban,3,138.6191,11.855,17.037,10.99,212.045
Urban,3,144.7458,12.103,14.11,13.707,232.099
Urban,3,31.1786,2.224,13.84,10.227,257.639
Urban,3,104.6204,6.196,14.126,11.217,207.757
Urban,3,18.5321,1.161,8.935,5.98,619.209
Urban,3,114.835,11.576,17.097,15.209,242.663
Urban,3,104.6821,6.2,12.725,9.794,188.578
Urban,3,15.7269,1.579,35.537,34.944,522.001
Urban,3,23.1865,4.572,8.332,7.804,274.77
Urban,3,51.0802,17.092,10.305,7.895,561.093
Urban,3,71.4629,18.485,19.625,18.526,221.111
Urban,3,133.3997,11.887,19.788,14.824,445.26
Urban,3,38.5694,6.394,15.693,14.183,229.458
Urban,3,13.6386,1.076,8.198,6.326,800.771
Urban,3,37.0668,1.842,23.532,15.583,250.47
Rural,1,1.7472,0.461,56.144,57.707,2451.674
Urban,3,47.9703,11.555,20.411,10.161,220.085
Urban,3,15.4766,0.919,17.734,18.042,345.828
Urban,3,5.4582,0.851,34.491,29.076,1125.962
Urban,3,53.8044,3.049,12.575,10.109,195.474
Urban,3,34.2822,7.033,26.419,26.302,395.438
Urban,1,32.9258,1.959,16.107,14.657,251.586
Urban,3,53.4628,3.153,14.637,13.677,279.703
Urban,2,16.7873,0.909,18.212,17.389,349.393
Urban,3,111.5186,11.686,17.629,10.586,233.224
Urban,3,61.3864,16.97,11.902,11.069,157.253
Rural,2,1.0598,0.382,49.204,38.961,3075.636
Urban,3,33.1248,1.848,24.346,15.632,235.002
Urban,3,1.1954,0.629,34.475,38.355,3082.58
Urban,3,12.6334,1.171,NA,17.212,NA
Urban,3,117.6758,12.027,12.339,9.623,267.229
Urban,3,9.0792,1.031,16.396,14.171,807.095
Urban,3,133.8451,11.801,21.066,21.941,357.539
Urban,3,73.3177,18.591,18.748,17.749,223.992
Urban,4,13.3196,0.57,28.222,27.657,823.077
Urban,3,147.9444,11.968,15.293,12.955,214.619
Urban,3,1.7576,0.637,22.594,21.712,2027.188
Urban,3,50.9567,9.705,14.944,14.013,214.14
Urban,3,4.8474,0.944,33.199,29.334,1143.222
Urban,3,168.6976,20.658,11.291,11.101,165.164
Urban,3,53.98,18.371,9.693,9.8,233.442
Urban,3,53.8126,9.761,20.666,18.073,2124.376
Urban,3,53.6184,3.028,14.592,13.047,237.085
Rural,1,6.4686,0.37,33.822,32.907,721.174
Urban,3,55.233,12.882,20.809,20.281,315.197
Urban,3,50.0191,13.735,8.66,7.249,145.83
Urban,3,37.2575,9.694,15.736,11.72,229.443
Urban,3,100.8471,11.473,11.007,7.899,204.316
Urban,3,116.6168,11.681,18.561,18.049,317.828
Urban,3,148.2836,12.139,14.027,17.642,304.769
Urban,3,35.1826,6.926,22.503,18.663,263.775
Rural,1,3.2336,0.726,35.189,35.647,1474.875
Urban,3,117.8908,11.635,11.073,12.662,226.301
Urban,3,121.8481,12.157,10.937,8.404,184.443
Rural,3,63.7546,18.535,14.446,13.674,211.613
Urban,3,62.2564,17.405,13.458,13.069,185.094
Urban,3,56.4341,15.358,20.182,18.415,218.262
Urban,3,5.7764,0.33,31.531,30.079,935.625
Urban,1,36.3713,8.405,11.484,10.313,185.627
Rural,1,5.4099,0.372,49.898,50.132,925.801
Urban,3,150.6448,12.259,18.075,19.836,341.439
Urban,3,36.1083,6.284,17.51,17.916,270.98
Urban,3,8.6733,1.099,16.284,14.329,879.422
Urban,2,18.3421,0.923,18.994,18.057,404.936
Urban,3,72.513,17.753,22.847,21.707,268.63
Urban,2,8.3007,0.971,14.886,14.193,491.46
Urban,3,51.7456,3.168,19.364,18.435,279.357
Urban,3,35.7522,1.843,12.028,15.378,236.788
Urban,3,43.632,9.559,22.277,21.973,286.748
Urban,3,61.066,16.308,9.521,8.536,212.354
Urban,3,22.4478,4.195,25.769,21.506,323.747
Urban,3,60.7311,18.56,13.045,12.267,180.283
Urban,3,39.3358,12.375,17.466,17.823,263.23
Rural,1,2.7141,0.634,33.223,33.046,1458.134
Urban,3,49.1701,2.987,30.479,24.139,356.08
Urban,3,37.0486,8.919,18.119,14.867,240.554
Urban,3,19.5826,1.143,18.429,10.873,265.787
Urban,3,37.3248,9.692,14.61,11.036,229.993
Urban,3,32.5483,7.556,13.124,9.007,NA
Urban,3,54.1316,3.055,10.894,7.944,170.62
Rural,3,4.3224,0.858,22.927,15.553,982.592
Urban,3,28.8522,7.115,27.853,18.452,334.977
Urban,2,66.0733,18.585,32.138,31.751,351.812
Urban,3,30.3235,1.976,22.418,18.023,309.084
Rural,1,2.4598,0.532,14.042,13.587,1469.122
Urban,3,15.6088,0.962,10.251,6.728,584.854
Urban,3,36.7282,7.181,8.887,7.658,168.859
Urban,3,34.0051,7.664,21.47,21.733,281.218
Urban,3,57.4093,18.558,9.941,9.499,166.267
Urban,3,7.4606,0.621,24.052,17.109,837.688
Rural,1,2.78,0.366,41.661,40.052,1399.436
Urban,2,12.3666,0.792,20.909,22.576,441.992
Urban,3,95.1536,12.738,13.27,12.491,177.163
Urban,3,74.2567,21.349,11.737,10.177,173.496
Urban,1,32.834,1.966,17.329,13.178,254.392
Urban,3,35.2579,9.288,17.923,12.076,451.959
Urban,3,34.0186,18.282,21.613,21.615,311.962
Urban,3,55.9319,18.479,12.22,12.094,166.302
Urban,3,54.0814,2.582,15.035,12.649,257.792
Urban,3,72.9172,16.955,14.18,13.461,177.316
Urban,3,66.4246,16.943,26.194,25.686,300.3
Urban,3,47.6064,5.995,15.035,14.956,208.854
Urban,3,54.1513,3.063,14.453,17.123,221.548
Urban,3,143.9353,12.79,19.092,21.357,319.651
Urban,3,144.1833,12.655,18.491,14.304,237.016
Urban,3,108.052,11.412,11.416,8.397,153.533
Urban,3,153.3066,11.992,9.539,7.202,180.952
Urban,3,101.8379,10.018,12.161,9.152,168.646
Urban,3,118.8376,10.166,33.455,15.199,338.678
Urban,3,140.0847,11.491,13.54,11.723,195.502
Urban,3,118.3273,11.171,20.304,13.814,213.72
Urban,3,55.2878,18.416,25.388,24.941,298.404
Rural,1,1.6685,0.378,31.494,28.807,2388.308
Urban,3,69.6338,18.469,9.449,8.97,174.079
Urban,3,26.8496,6.275,27.51,27.189,345.697
Urban,3,53.2674,17.683,19.422,19.557,308.575
Urban,3,35.4278,8.043,15.757,14.349,207.856
Urban,3,37.2449,9.694,15.107,7.936,247.79
Urban,3,72.1058,20.698,11.854,11.131,151.952
Urban,3,130.618,12.707,12.028,8.932,185.652
Urban,3,77.2533,11.388,11.63,10.605,159.714
Urban,3,43.8573,11.934,19.739,18.118,220.788
Urban,3,105.3552,12.753,18.055,19.746,312.597
Urban,3,34.3503,6.355,8.025,8.113,195.329
Urban,1,62.9261,16.318,12.815,12.784,182.099
Urban,3,74.9473,20.804,8.771,8.094,175.508
Rural,3,49.9059,11.071,16.84,15.806,214.718
Urban,2,14.5284,1.205,22.607,15.235,745.368
Urban,3,70.8312,18.548,12.199,12.366,190.661
Rural,1,5.68,0.675,30.001,29.484,404.454
Rural,1,1.846,0.575,31.43,30.755,1958.93
Rural,1,6.1101,0.673,47.089,47.363,869.467
Urban,2,32.3569,6.342,17.449,17.503,245.79
Urban,3,51.3841,2.402,11.216,9.001,186.041
Urban,3,53.3507,2.982,15.607,9.323,175.852
Urban,3,12.5313,1.1,10.035,6.857,774.014
Urban,2,53.9449,16.265,10.218,10.396,161.25
Urban,3,152.4552,12.532,14.299,10.689,197.806
Urban,2,66.7789,13.775,16.609,16.96,225.011
Urban,0,72.6258,18.572,11.651,11.63,151.131
Urban,3,61.7659,18.561,13.274,12.376,169.006
Urban,3,55.1467,17.125,16.614,16.263,206.622
Urban,3,13.3117,1.496,14.843,14.494,731.805
,0,37.3095,14.13,17.576,16.559,244.683
Urban,3,74.6407,18.637,11.897,9.699,149.955
Urban,3,51.6683,17.11,14.78,14.175,193.935
Urban,3,72.0372,18.61,13.435,13.657,170.652
Urban,3,70.7254,18.498,18.983,19.151,246.17
Urban,3,61.3435,2.912,15.367,8.419,153.581
Urban,3,32.1624,9.265,NA,9.593,NA
Urban,3,100.5945,11.171,13.873,11.661,162.678
Urban,3,158.6855,12.758,13.252,9.249,188.297
Urban,3,117.3654,11.38,18.803,12.674,182.598
Urban,3,143.8597,12.705,12.86,11.261,245.602
Urban,3,108.1357,12.185,15.416,16.551,253.215
Urban,3,94.2203,11.878,16.335,16.936,272.941
Urban,3,116.7026,11.552,18.138,14.321,222.71
Urban,3,37.3253,7.124,16.605,12.572,224.571
Urban,3,37.1042,9.02,11.727,10.363,169.52
Urban,3,142.4788,11.905,14.654,9.263,188.904
Urban,3,101.0174,12.62,15.433,11.58,221.187
Urban,3,159.1547,12.77,17.776,15.189,262.89
Urban,2,138.5348,12.737,14.558,10.232,208.09
Urban,3,152.4453,12.696,14.241,13.034,230.75
Urban,3,14.0615,1.114,10.149,7.011,757.976
Urban,1,12.4451,0.794,22.496,27.255,693.714
Urban,3,53.8749,3.049,12.127,9.196,155.286
Urban,3,34.4567,6.25,17.406,16.96,245.048
Urban,3,54.1527,3.047,12.599,9.211,175.145
Urban,3,37.01,6.255,14.924,13.448,205.611
Urban,3,28.6242,1.981,12.717,13.488,274.48
Urban,3,36.9752,9.719,13.751,13.225,224.035
Urban,3,53.2818,3.052,12.221,8.67,159.67
Urban,3,51.7511,3.015,20.661,19.075,316.694
Urban,3,30.2605,1.973,12.304,10.966,213.01
Urban,2,30.5375,1.977,15.105,11.964,236.52
Urban,3,53.73,3.052,12.074,8.592,192.711
Urban,3,35.05,1.921,NA,24.032,NA
Urban,3,70.025,16.285,16.036,15.751,228.735
Urban,3,22.1909,6.753,23.217,14.373,285.432
Urban,2,57.7843,17.65,24.386,23.569,277.301
Urban,3,53.5571,2.997,14.222,14.768,215.602
Urban,3,73.461,16.939,20.497,20.187,251.018
Rural,3,1.4377,0.496,37.709,76.468,2699.174
,0,51.6393,2.722,20.313,30.816,302.081
Urban,3,6.7442,0.694,49.396,39.448,728.818
Urban,3,70.9675,17.19,16.961,16.964,245.158
Urban,2,71.7256,17.764,NA,14.525,NA
Urban,3,7.3261,0.54,44.494,31.805,882.831
Rural,1,1.8877,0.376,54.224,49.376,2042.41
Urban,2,37.2387,9.498,16.478,14.088,238.726
Urban,3,73.4737,18.587,14.103,13.547,210.812
Urban,3,32.6553,1.834,23.438,16.425,234.891
Urban,3,42.6395,9.323,12.995,11.367,185.218
Urban,3,2.407,0.375,33.293,32.823,1551.338
Urban,3,15.488,0.931,21.223,15.057,527.898
Urban,3,63.711,17.277,23.866,22.251,282.571
Urban,3,45.6124,13.63,25.367,23.12,316.361
Urban,3,19.8545,3.496,17.19,15.32,283.725
Urban,3,69.6039,18.51,11.371,10.886,156.201
Urban,3,24.0395,6.345,17.136,16.29,246.843
Urban,3,13.6412,1.104,15.918,11.829,795.062
Urban,3,66.738,18.558,8.314,8.015,240.001
Urban,3,56.7227,17.138,23.551,22.828,259.88
Urban,3,29.3197,7.201,NA,20.614,NA
Urban,3,63.179,18.536,21.752,21.348,260.115
Urban,3,70.6146,17.026,8.329,8.158,206.036
Urban,3,153.3364,10.228,12.861,9.989,163.736
Urban,3,68.3751,17.302,18.376,18.064,237.106
Urban,3,57.2303,17.263,14.904,14.649,218.232
Urban,3,46.5314,14.548,12.772,12.72,199.113
Rural,2,37.2623,9.692,25.388,21.142,270.598
Urban,3,19.4775,1.036,21.299,20.619,398.534
Urban,3,58.9096,18.593,26.77,25.679,306.948
Urban,3,48.3252,9.768,28.979,27.492,343.483
Urban,3,70.5496,18.587,13.486,13.217,195.36
Urban,2,70.9672,18.554,12.221,11.937,205.882
Urban,3,34.3027,1.719,16.269,17.421,279.59
Urban,2,64.5767,17.282,25.144,24.063,294.138
Urban,3,36.8831,8.786,21.746,21.014,259.51
Urban,3,66.6295,17.367,19.889,19.243,263.641
Urban,3,50.9771,18.639,20.1,19.541,260.841
Urban,3,11.4704,1.025,26.285,26.162,475.241
Urban,3,65.2188,18.566,6.661,6.341,220.03
Urban,3,74.1168,18.585,7.554,6.171,178.252
Urban,3,37.0339,9.313,17.869,16.649,252.838
Urban,3,15.0919,18.578,15.808,15.668,354.338
Rural,3,1.963,0.506,39.622,37.297,2023.623
Urban,3,47.6912,11.871,19.523,18.264,254.601
Urban,3,70.1645,18.579,19.422,18.439,290.753
Urban,3,60.6797,3.003,11.397,10.39,181.843
Urban,3,62.7207,18.661,16.61,16.509,211.201
Urban,2,9.6211,1.036,17.563,14.222,913.612
Urban,3,20.8982,3.726,34.539,31.505,NA
Urban,2,138.1698,12.749,14.394,14.452,249.295
Rural,1,63.1987,18.55,24.686,24.354,289.716
Urban,3,118.3376,12.664,28.709,14.551,208.248
Urban,3,74.0769,17.515,14.91,13.241,192.684
Urban,3,68.6428,18.585,15.149,13.672,208.752
Urban,3,35.2924,7.067,9.316,8.302,169.638
Urban,2,52.3528,18.304,9.828,9.797,163.855
,0,6.9589,0.376,25.868,25.075,1371.763
Urban,3,71.3671,19.07,8.593,9.217,145.182
Urban,3,68.984,18.514,11.632,11.292,169.387
Urban,3,36.1135,9.446,16.582,16.698,218.031
Urban,2,65.189,18.628,17.742,16.945,235.229
Urban,2,58.9307,18.597,21.673,21.449,242.007
Urban,3,57.692,12.224,23.214,22.848,278.966
Urban,3,64.0484,16.995,13.545,12.402,248.872
Urban,3,61.6507,17.162,9.023,8.96,197.092
Urban,3,69.9573,18.496,8.284,7.071,156.644
Urban,3,53.0322,17.38,9.795,10.479,166.085
Urban,3,38.199,15.588,18.095,18.085,233.194
Urban,3,66.8177,17.174,8.759,8.815,148.062
Urban,3,60.1765,16.227,11.747,11.985,181.325
Urban,3,54.1436,18.483,8.047,8.02,152.67
Urban,3,40.2069,11.644,20.272,20.017,286.862
Urban,3,63.8526,18.537,12.578,12.541,190.207
Urban,2,57.6443,17.741,14.643,12.547,184.839
Urban,3,47.564,13.383,20.268,19.826,277.864
Urban,3,50.4473,12.179,8.321,7.991,140.575
Urban,3,53.8879,18.574,19.693,19.555,232.106
Urban,3,65.7398,17.141,24.136,22.899,256.501
Urban,3,54.0283,18.291,30.421,29.289,325.732
Rural,2,32.8196,7.909,34.067,34.08,422.353
Urban,3,24.0049,0.58,30.369,20.582,556.533
Urban,3,71.1674,16.939,13.8,13.22,181.665
Urban,3,1.2634,0.512,50.457,43.667,3381.87
Urban,3,72.897,18.911,15.995,15.885,215.389
Rural,3,1.9378,0.506,40.788,43.844,2134.942
Urban,3,44.2102,10.087,20.508,20.329,257.925
Urban,3,58.195,18.538,16.216,16.026,231.925
Urban,3,69.0915,18.539,7.902,7.341,192.193
Urban,3,64.4021,16.643,14.149,13.31,226.301
Urban,3,62.8421,18.557,14.897,14.001,189.438
Urban,3,70.5304,18.343,6.932,6.971,185.655
Urban,3,37.0351,7.539,40.03,31.507,458.597
Urban,3,43.316,17.402,10.968,10.552,205.074
Urban,3,52.9218,15.438,13.932,14.302,228.074
Urban,3,59.9585,18.593,9.853,9.461,189.68
Urban,3,70.4796,17.331,21.221,20.902,274.398
Urban,3,33.5007,9.963,17.549,16.528,273.757
Urban,2,64.8697,18.535,16.733,17.007,257.868
Urban,2,61.7976,17.366,20.657,20.367,252.844
Urban,2,58.6008,16.481,13.059,12.831,195.494
Urban,0,47.7231,7.611,11.435,11.214,195.324
Urban,4,10.7415,0.733,28.092,26.553,562.872
Urban,3,15.7149,0.986,25.31,25.206,402.747
Urban,3,57.9803,17.601,20.673,19.713,238.453
Urban,3,72.1518,18.583,7.258,7.378,157.159
Urban,3,61.0492,18.598,19.276,18.676,260.842
Rural,2,51.4796,17.239,20.64,20.505,273.074
Urban,3,66.9044,17.071,9.156,9.508,190.713
Urban,3,45.8391,15.846,19.007,19.07,251.599
Urban,3,40.213,9.546,17.251,16.939,256.392
Urban,3,67.5516,17.271,15.839,15.419,207.518
Urban,3,43.6109,17.207,24.838,24.779,338.738
Urban,3,64.2044,13.157,15.692,15.58,216.404
Urban,3,48.4465,16.773,13.956,14.032,231.718
Urban,3,69.689,18.574,13.655,13.537,194.887
Urban,0,70.6854,18.6,18.458,18.128,235.2
Urban,3,33.1467,8.421,15.987,15.751,259.331
Urban,3,52.898,15.805,14.165,14.039,231.376
Urban,3,70.5531,18.586,14.486,13.821,205.071
Rural,3,52.8332,17.382,19.329,17.991,252.447
Urban,3,50.1657,14.097,18.745,17.824,269.479
Rural,2,69.7128,18.506,15.125,14.633,203.363
Urban,3,44.1612,11.337,23.116,22.852,303.873
Urban,3,39.1603,15.658,12.205,11.768,195.539
Urban,3,56.4545,17.31,17.668,16.662,246.741
Urban,2,52.8489,18.495,13.59,13.671,225.541
Urban,3,62.0656,18.283,11.03,10.943,172.993
Urban,3,3.1623,0.687,44.562,39.429,1679.074
Urban,3,44.6579,6.587,25.684,25.544,361.048
Urban,3,60.3753,17.03,11.114,10.971,186.247
Urban,3,49.8315,14.644,25.333,25.167,309.583
Urban,3,33.1078,8.779,19.993,13.324,383.323
Urban,3,22.7709,3.066,14.433,17.578,393.485
Urban,3,25.0466,1.974,11.424,8.928,306.985
Urban,3,133.1062,10.851,15.161,10.243,192.416
Rural,2,36.6252,8.699,21.189,13.226,208.561
Urban,3,32.4143,4.726,25.662,25.107,337.174
Urban,3,37.2377,1.712,14.966,18.2,238.586
Urban,3,36.8217,1.861,24.293,23.896,309.203
Rural,1,0.4513,0.266,27.397,24.295,7585.543
Urban,3,11.1024,1.082,16.361,11.46,751.112
Urban,3,60.6176,16.706,16.607,16.523,215.054
Urban,3,53.2364,17.183,9.743,9.533,161.964
Urban,2,57.357,18.546,18.73,18.425,245.149
Urban,3,47.5151,11.512,8.026,7.977,166.371
Urban,1,11.2923,0.734,NA,31.354,NA
Urban,3,70.9209,18.593,6.729,6.835,209.025
Urban,3,153.3591,12.729,14.093,10.724,202.998
Urban,3,15.0387,0.965,23.944,23.563,373.314
Rural,1,1.7222,0.395,48.276,44.106,2320.894
Urban,3,37.1463,1.85,18.627,10.685,194.092
Urban,3,70.5628,18.576,19.609,18.43,226.077
Urban,3,5.6888,0.843,31.122,21.663,723.738
Urban,3,73.9054,16.943,13.765,12.862,174.805
Rural,2,13.8677,2.087,30.994,30.727,449.377
Urban,3,32.36,9.648,NA,12.337,NA
Urban,3,73.1552,18.579,11.223,9.759,179.539
Urban,3,2.8476,0.386,28.93,27.681,1529.287
Urban,1,16.3971,0.559,27.353,25.856,510.166
Urban,3,40.0249,10.171,11.001,11.093,205.323
Urban,3,4.1739,0.704,33.123,37.356,1119.791
Urban,3,16.6999,0.852,19.855,22.65,556.833
Urban,3,26.3235,12.162,20.255,19.957,254.563
Urban,3,197.8486,21.337,6.203,3.432,422.577
Urban,3,54.1144,3.048,11.945,12.549,211.225
Urban,3,13.1431,0.87,39.005,30.853,718.688
Urban,3,37.0761,9.774,12.304,9.526,247.318
Urban,3,14.8732,1.018,13.949,12.78,324.108
Urban,3,73.4564,17.287,17.835,18.255,226.289
Urban,3,37.3012,10.03,14.53,13.572,213.279
Urban,3,9.1254,0.662,42.038,40.68,889.579
Urban,3,45.2653,16.308,17.66,17.905,225.501
Urban,3,101.4612,5.884,23.445,18.542,251.284
Urban,3,99.4893,6.427,14.452,20.979,286.274
Urban,3,46.6982,10.522,35.967,34.409,374.709
Urban,3,49.3745,6.054,15.044,17.228,300.577
Urban,3,31.9114,9.806,15.989,14.529,NA
Urban,3,94.2946,11.586,17.436,13.98,201.822
Urban,3,136.2671,12.791,16.749,18.936,282.039
Urban,2,4.7592,1.233,NA,17.811,NA
Urban,2,103.4321,6.097,15.166,14.138,204.31
Urban,3,64.5182,19.519,19.843,15.463,219.004
Urban,3,51.1966,2.768,17.236,13.697,251.794
Urban,3,70.3324,19.381,8.385,8.864,212.557
Urban,3,108.7175,11.695,13.582,15.751,237.417
Urban,3,68.288,16.422,26.575,25.266,302.27
Urban,3,89.664,6.055,16.702,18.147,251.321
Urban,3,143.5066,12,13.294,12.733,196.761
Urban,3,96.0577,6.052,13.702,8.931,216.394
Urban,3,61.2035,2.891,18.904,17.953,241.094
Urban,3,51.5292,17.269,23.728,22.47,315.117
Urban,3,64.7856,14.046,17.146,17.458,238.784
Urban,2,19.3273,0.887,29.534,19.968,471.112
Urban,3,53.9107,3.135,13.574,14.738,240.885
Urban,3,32.0604,9.267,21.376,14.92,159.381
Urban,3,7.1198,0.587,NA,30.083,NA
Urban,2,18.6855,4.175,31.608,21.261,768.972
Urban,3,56.0824,19.148,24.23,22.993,274.433
Urban,1,6.6641,0.701,21.919,21.701,639.252
Urban,3,35.2818,5.916,29.759,28.896,325.013
Urban,3,64.8555,17.154,14.612,12.96,188.755
Urban,4,16.2949,0.741,27.718,27.002,497.031
Urban,3,150.1768,11.983,14.997,9.68,253.312
Urban,3,73.9524,17.847,18.539,11.154,328.583
Rural,3,20.5616,5.937,35.184,28.088,610.875
Urban,3,72.8572,17.72,NA,9.513,NA
Urban,3,73.3532,18.565,9.017,7.935,155.507
Urban,3,37.3229,10.022,19.322,12.38,239.429
Urban,3,37.2649,9.15,16.63,13.78,214.14
Rural,1,31.7333,8.904,NA,17.024,NA
Urban,3,33.387,8.743,23.308,14.534,501.469
Urban,3,32.6991,7.852,17.474,10.48,NA
Urban,2,32.5491,9.262,NA,9.494,NA
Urban,0,31.8951,7.654,29.188,21.35,410.433
Rural,1,3.9017,0.396,34.493,32.285,1137.618
Urban,3,32.9178,9.273,21.151,14.644,385.129
Urban,3,33.2313,9.383,16.658,12.4,NA
Urban,3,63.8665,17.725,19.79,13.37,342.107
Urban,3,50.1548,14.208,NA,21.281,NA
Urban,3,72.3124,16.716,22.171,15.462,479.257
Urban,0,27.5798,9.302,11.406,7.147,NA
Urban,3,32.0676,8.77,22.639,14.711,564.408
Urban,3,64.0628,17.545,16.002,9.544,480.147
Urban,3,70.3103,17.737,21.309,14.228,516.451
Rural,3,22.779,6.925,47.118,38.943,533.712
Urban,3,32.2814,9.288,21.201,14.585,506.024
Rural,2,32.6115,9.277,NA,10.317,NA
Urban,3,33.5852,9.293,17.102,10.959,343.631
Rural,3,28.9432,5.982,19.812,12.379,494.059
Urban,2,32.157,9.283,21.958,14.288,507.502
Urban,3,33.3097,9.359,20.265,11.014,377.291
Urban,3,32.6525,8.77,21.206,14.189,552.494
Urban,2,25.1279,9.302,29.536,21.731,582.61
Urban,3,32.1536,9.299,NA,10.099,NA
Urban,3,29.301,9.333,23.908,18.792,NA
Urban,3,34.0154,9.274,NA,10.06,NA
Urban,3,37.3202,9.678,12.311,8.257,234.084
Urban,3,32.6352,9.275,18.039,11.465,373.775
Urban,3,32.6926,6.76,18.897,11.572,503.226
Urban,2,6.8016,0.848,35.703,26.276,761.812
Urban,3,33.4897,8.792,NA,16.581,NA
