Urban.rural,Market,Download.speed..Mbit.s..24.hrs,Upload.speed..Mbit.s.24.hour,DNS.resolution..ms.24.hour,Latency..ms.24.hour,Web.page..ms.24.hour
Urban,2,72.1198,17.772,NA,16.038,NA
Urban,2,8.3995,0.666,NA,20.948,NA
Urban,3,61.7912,13.954,NA,8.791,NA
Urban,3,33.9714,9.287,20.359,11.887,350.371
Urban,3,31.9168,9.294,NA,7.98,NA
Urban,3,68.2983,18.646,21.52,11.54,197.527
Urban,3,33.1896,9.267,17.254,8.897,368.571
Urban,3,43.3546,16.623,NA,19.63,NA
Urban,3,35.5265,5.251,27.216,20.243,473.305
Urban,3,32.334,8.703,11.408,10.495,NA
Urban,3,33.0204,9.274,20.968,12.328,451.568
Urban,3,32.8017,9.282,17.176,8.963,478.252
Urban,3,32.6192,8.707,10.069,7.977,NA
Urban,3,33.2505,6.575,NA,18.357,NA
Urban,3,24.5741,6.562,25.462,24.335,299.315
Urban,3,32.763,9.253,24.28,17.71,400.252
Urban,3,33.2324,9.281,18.863,11.481,375.945
Urban,3,65.7211,16.166,18.72,12.188,773.625
Urban,3,58.7444,17.803,30.178,22.451,548.267
Urban,3,32.7612,9.337,NA,10.721,NA
Urban,3,28.9201,7.725,19.637,13.508,380.664
Urban,3,71.3328,17.602,NA,10.71,NA
Urban,3,36.6931,9.668,11.446,8.057,266.506
Urban,3,19.8679,2.717,27.54,20.594,577.578
Urban,3,24.2104,8.438,29.748,21.114,549.863
Urban,3,70.9741,17.627,32.357,25.248,434.651
Urban,3,33.1231,8.045,18.206,12.037,490.399
Urban,3,32.5037,9.271,20.408,12.432,367.842
Urban,3,18.5682,5.559,NA,25.947,NA
Urban,3,55.7062,8.791,8.678,7.483,145.102
Urban,3,12.4974,1.311,NA,33.859,NA
Urban,3,29.3586,10.431,23.164,NA,435.977
Urban,3,19.9955,2.672,27.726,27.77,382.5
Urban,3,31.8197,9.313,NA,7.539,NA
Urban,3,31.763,6.965,30.207,22.045,418.276
Urban,3,34.1484,8.618,NA,11.29,NA
Urban,3,33.0601,8.797,19.402,17.113,NA
Urban,3,32.0398,9.283,16.099,14.711,NA
Rural,1,5.6548,0.381,46.244,46.047,960.564
Urban,3,18.6753,8.317,29.657,22.874,562.704
Urban,3,30.9087,7.403,31.227,24.293,409.688
Urban,3,15.3573,4.56,30.925,22.808,497.253
Urban,3,85.9357,11.873,12.724,14.11,212.462
Rural,3,13.2069,0.859,30.042,22.894,514.824
Urban,3,60.3887,18.524,23.533,22.998,304.671
Urban,3,68.7113,18.588,15.198,14.786,219.531
Urban,3,45.92,12.635,28.266,28.188,348.794
Rural,1,0.4095,0.358,34.417,31.293,8525.32
Urban,3,66.9024,18.597,11.853,10.807,159.727
Urban,3,29.827,5.774,21.498,21.062,278.98
Urban,3,73.7613,17.166,13.14,11.921,174.385
Urban,2,1.5993,0.54,44.063,33.265,2290.616
Urban,3,37.2227,9.249,12.576,12.284,226.932
Urban,3,37.3578,9.323,10.899,7.592,226.909
Urban,3,67.6791,18.488,22.185,19.409,247.688
Urban,3,56.8481,18.313,17.657,17.399,259.188
Urban,3,43.0647,10.022,22.102,21.56,255.336
Rural,2,44.7252,17.667,15.428,15.132,204.191
,2,58.8717,19.322,7.638,7.952,192.014
Urban,3,53.5159,17.006,22.661,22.257,285.639
Urban,3,69.4717,18.569,21.597,21.769,252.308
Rural,4,57.8642,8.759,12.136,11.294,191.805
Urban,3,60.0337,17.312,15.859,15.007,185.716
,0,55.7131,15.949,28.049,27.376,305.759
Urban,3,73.043,11.861,20.569,19.488,245.796
Urban,3,50.2929,14.132,13.619,12.078,202.016
Urban,3,188.5299,21.325,7.063,4.036,195.724
Urban,3,72.7691,18.474,17.032,15.821,211.568
Urban,3,88.821,10.405,NA,14.83,NA
Rural,3,54.948,8.561,17.145,16.625,207.414
Urban,3,60.5905,17.055,22.508,21.643,254.812
Urban,3,74.2117,17.141,12.748,11.813,159.258
Urban,3,33.3515,6.309,19.505,18.798,254.655
Urban,3,73.4971,17.691,14.711,13.804,190.203
Urban,3,30.0405,7.682,22.702,15.33,296.919
Urban,3,72.9802,18.572,8.411,7.722,172.551
Urban,3,65.2939,18.584,17.786,17.507,233.041
Urban,3,73.8456,16.638,15.836,14.653,182.214
Urban,2,36.5632,9.05,19.086,18.251,231.746
Urban,2,37.2871,9.317,9.927,9.142,307.26
Urban,3,37.3078,9.38,12.726,5.659,332.932
Urban,3,37.1825,10.047,20.284,16.292,214.803
Urban,3,38.968,16.046,NA,16.392,NA
Urban,3,65.3213,18.581,29.192,17.953,223.619
Urban,3,38.7149,6.808,28.119,19.277,263.336
Urban,3,32.7019,9.3,22.704,14.539,498.217
Urban,3,32.363,9.286,19.674,12.724,468.431
Urban,3,33.1619,8.701,22.966,15.494,494.344
Urban,3,101.348,4.849,11.384,8.358,154.309
Urban,3,25.6551,7.181,27.051,20.113,525.279
Urban,3,73.0578,17.804,17.167,11.76,360.609
Rural,3,15.5737,1.035,22.866,14.979,2225.082
Urban,3,33.1001,9.282,17.573,10.793,358.437
Urban,3,34.1461,9.275,NA,12.267,NA
Urban,3,71.4242,17.668,NA,13.033,NA
Urban,3,32.1929,9.289,NA,7.518,NA
Urban,2,31.2345,7.808,17.231,11.25,374.005
Urban,3,32.457,9.302,NA,10.453,NA
Urban,3,32.382,8.777,22.479,15.472,523.496
Urban,3,25.4072,9.588,22.576,12.665,518.417
Urban,3,19.9592,5.866,NA,25.599,NA
Urban,3,17.3948,7.796,NA,27.4,NA
Urban,3,71.6168,18.566,16.856,15.838,213.826
Urban,3,33.1023,8.767,21.607,13.321,498.447
Urban,3,33.2928,8.757,19.369,10.494,345.405
Urban,3,33.988,8.803,20.131,16.911,NA
Urban,3,32.8521,9.291,NA,12.924,NA
Urban,3,33.32,8.759,17.98,13.577,252.925
Rural,3,32.5416,8.55,19.51,12.291,490.104
Urban,3,33.074,9.291,16.077,8.71,474.355
Urban,3,33.0623,9.282,NA,12.357,NA
Urban,3,72.0429,18.581,12.832,12.364,199.479
Urban,3,70.6308,18.492,7.124,7.256,178.958
Urban,3,32.4661,9.625,NA,12.421,NA
Urban,2,13.1904,0.983,18.647,9.206,757.558
Urban,3,89.1917,11.92,13.783,10.323,195.972
Urban,3,122.1057,11.544,13.527,11.871,169.257
Urban,3,145.9725,11.262,19.684,15.213,250.621
Urban,4,116.4352,19.149,12.362,7.989,251.096
Urban,3,152.7271,12.028,12.161,NA,206.327
Urban,3,53.8236,3.059,15.765,16.933,262.543
Urban,3,36.8318,11.594,17.809,16.173,218.617
Urban,3,53.7469,15.556,18.64,17.028,230.266
Urban,3,21.2047,1.847,32.746,23.095,406.031
Rural,3,49.8848,16.354,10.486,9.992,179.929
Urban,3,34.7917,1.697,16.702,20.35,353.298
Urban,2,52.9946,3.164,14.667,21.507,347.468
Urban,3,123.5618,11.411,16.475,17.073,220.256
Urban,3,30.7748,1.974,17.884,14.525,250.451
Urban,3,69.1044,12.264,16.901,17.605,249.419
Urban,3,52.1429,3.071,17.534,18.298,264.489
Urban,3,30.9366,2.046,17.001,20.621,328.994
Rural,1,25.2773,0.736,25.036,16.225,445.166
Urban,3,35.9755,6.763,19.951,19.501,304.547
Urban,4,56.0013,8.963,12.102,7.792,308.054
Urban,3,28.5625,1.983,15.471,17.408,257.762
Urban,3,124.5625,11.184,11.359,8.131,143.881
Urban,2,32.9819,1.957,27.154,17.047,262.242
Urban,3,31.8797,1.697,NA,22.604,NA
Rural,1,26.485,10.028,37.559,39.522,437.123
,0,3.5958,0.736,NA,24.794,NA
Urban,3,35.0027,9.291,NA,9.077,NA
Urban,3,32.6606,8.513,19.125,9.483,484.262
Urban,2,33.4399,9.246,22.731,13.59,326.893
Urban,2,3.2883,0.419,32.989,31.519,1222.532
Urban,3,39.3034,9.603,22.689,21.554,283.825
Urban,3,53.8724,3.156,16.831,15.269,275.683
Urban,3,10.1007,1.07,28.557,25.403,901.45
Urban,3,59.6443,16.484,13.553,12.487,166.354
Urban,3,74.0062,18.587,6.732,5.308,298.793
Rural,3,3.7859,0.422,39.053,38.369,1121.96
Urban,2,6.6174,0.386,39.682,56.525,811.744
Urban,2,11.2515,0.842,15.479,16.059,452.846
Urban,3,67.3274,17.078,13.277,12.576,212.21
Urban,2,12.9947,1.014,13.601,12.107,767.973
Urban,3,37.2149,17.585,17.399,16.943,221.162
Urban,3,6.4153,0.718,29.086,18.064,642.109
Urban,1,12.4922,0.827,21.765,26.764,450.795
Urban,3,3.7099,0.96,23.987,18.64,NA
Rural,3,131.3321,11.269,11.578,12.765,190.666
Urban,3,100.1072,11.276,11.744,11.949,200.846
Urban,3,36.621,9.783,24.864,23.504,280.473
Urban,4,58.5541,9.284,9.986,7.81,214.062
Urban,2,18.7307,2.748,25.881,20.325,563.601
Urban,3,30.8121,9.271,20.545,13.342,382.661
Urban,3,33.3056,9.626,17.742,11.698,376.785
Urban,3,46.8323,2.911,22.049,15.983,403.972
Urban,3,73.8833,18.575,19.088,10.421,201.396
Urban,4,110.819,18.194,11.126,8.109,300.543
Urban,4,111.8464,19.123,11.684,7.788,306.84
Urban,4,112.1587,19.573,11.601,7.856,311.901
Urban,4,77.2706,18.312,12.04,8.136,299.119
Urban,4,105.0679,19.093,13.98,7.505,395.543
Rural,1,6.21,0.369,37.026,34.728,1281.823
Urban,3,37.2814,9.398,23.577,18.667,252.116
Urban,3,64.881,17.977,21.201,18.329,253.242
Urban,2,30.7177,9.588,30.032,24.297,NA
Urban,3,36.878,9.404,26.13,25.228,303.633
Urban,3,19.8187,2.529,17.892,16.973,326.774
Urban,4,12.0119,0.743,27.341,26.609,475.188
Urban,3,37.2631,6.529,19.533,17.822,265.525
Urban,2,36.5573,8.87,34.176,32.9,420.951
Urban,3,70.1038,17.056,16.146,6.739,146.917
Urban,3,63.557,17.089,8.489,7.119,181.22
Urban,3,74.018,18.814,18.089,17.275,226.054
Urban,3,36.7931,8.77,13.503,12.342,230.427
Urban,3,71.9555,17.12,14.625,13.985,212.534
Urban,3,73.7063,18.59,16.508,15.946,222.301
Urban,3,37.3114,9.69,13.692,12.843,198.635
Rural,3,37.0317,9.248,16.749,14.96,234.338
Urban,3,70.6699,17.089,18.818,17.813,212.895
Urban,3,144.2578,11.998,10.557,7.917,158.948
Urban,3,37.0805,9.769,18.187,16.552,223.045
Urban,2,15.7175,1.044,22.608,17.887,707.738
Urban,3,23.9338,9.313,17.387,13.633,320.058
Urban,2,41.0768,5.687,13.105,12.333,235.061
Urban,3,50.0064,14.387,25.602,15.905,261.658
Urban,2,9.5776,0.822,32.865,22.963,687.65
Rural,3,35.6795,1.905,14.108,15.283,283.394
Urban,2,16.5374,1.002,38.003,32.37,419.445
Urban,3,11.0721,0.825,38.088,31.791,756.736
Urban,3,74.2036,17.156,13.241,12.06,173.531
Urban,3,51.4083,3.247,13.787,10.234,219.383
Urban,3,55.7207,14.862,28.01,26.525,319.681
Urban,3,73.4018,16.993,14.955,13.483,202.201
Urban,3,11.621,0.657,24.115,28.463,600.73
Urban,3,37.3499,9.305,12.121,12.684,215.902
Urban,3,28.8194,8.304,22.271,14.928,254.374
Rural,1,49.2285,15.882,10.974,10.76,179.673
Urban,3,16.0837,0.808,35.306,21.502,674.196
Urban,3,152.4715,11.953,15.798,18.184,215.872
Urban,3,62.5098,17.238,22.366,14.774,223.38
Rural,2,20.5017,0.712,14.055,13.139,437.514
Urban,2,36.6559,9.272,11.95,10.553,178.379
Urban,3,124.3856,11.466,15.46,21.958,291.944
Urban,3,17.718,6.215,20.819,13.871,357.008
,3,73.4141,18.706,18.58,17.504,210.573
Urban,3,21.541,7.256,20.754,16.318,232.477
Urban,3,88.2576,12.002,17.715,18.925,283.595
Urban,3,1.9575,0.74,43.284,41.258,2135.503
Urban,3,36.9518,7.992,21.082,19.442,249.06
Urban,3,12.1714,0.772,22.411,22.723,589.79
Urban,3,152.3907,12.658,15.556,10.397,232.881
Urban,3,135.5221,12.743,13.709,10.807,213.384
Urban,3,19.0803,0.946,16.919,14.46,302.583
Urban,3,37.3203,9.299,12.206,10.809,295.228
Rural,1,0.7204,0.375,45.395,43.37,7956.98
Urban,3,55.8479,17.244,9.324,7.379,141.682
Urban,3,5.0595,0.67,32.026,29.588,1093.907
Rural,3,5.0082,0.792,27.737,19.426,1118.394
Urban,3,17.4823,0.899,21.459,18.742,487.771
Urban,3,50.0544,4.444,17.772,17.072,228.837
Urban,3,53.6356,17.276,15.482,15.339,232.394
Rural,1,6.4692,0.337,40.762,33.158,1346.016
Urban,3,37.0032,9.306,18.015,14.537,198.562
Urban,3,16.4514,1.029,24.383,16.977,536.272
Urban,3,59.5263,18.582,9.318,7.548,151.901
Rural,1,4.6045,0.386,30.948,30.233,2023.115
Rural,1,37.3742,9.282,9.909,8.499,159.507
Urban,3,36.8421,8.924,13.278,13.068,194.573
Urban,3,35.1717,6.715,21.614,19.93,294.192
Urban,3,37.7527,9.286,8.422,7.03,159.478
Urban,2,26.9082,8.979,32.867,24.558,1945.039
Urban,3,36.9866,10.045,14.792,11.276,267.321
Urban,1,12.1265,10.313,41.119,37.241,737.032
Urban,3,40.8113,8.596,21.315,18.56,245.785
Urban,3,1.6409,0.343,30.69,31.829,2324.907
Urban,3,37.0451,6.982,22.604,21.241,260.557
Urban,3,13.1172,0.988,20.533,18.484,457.301
Urban,3,13.4492,2.97,15.683,17.205,708.682
Urban,3,69.5666,17.107,21.918,21.017,248.357
Urban,3,47.6653,11.58,24.016,22.385,244.493
Urban,3,74.6059,11.134,23.579,21.23,246.613
Urban,3,123.2687,12.316,13.718,9.843,208.87
Urban,3,41.9695,2.549,20.195,17.247,351.715
Urban,3,73.3507,18.587,11.409,9.866,151.964
Urban,3,73.484,18.587,17.483,16.392,209.187
Urban,3,7.6187,0.937,16.574,15.819,562.44
Urban,3,70.043,17.515,12.965,13.221,195.61
Urban,3,60.0442,16.247,11.946,11.001,167.432
Urban,2,14.0968,1.074,30.915,28.58,429.495
Urban,3,32.3595,7.284,27.478,27.099,351.912
Rural,2,36.3744,9.323,19.623,19.114,233.284
Rural,1,0.8495,0.351,NA,41.024,NA
Rural,1,6.4324,0.35,34.472,33.464,851.424
Rural,2,1.4383,0.526,50.763,40.959,2576.135
Urban,3,8.1285,0.914,12.844,10.169,NA
Urban,2,6.0911,0.851,41.931,31.215,741.333
Rural,1,6.1747,0.666,27.13,27.066,741.112
Urban,3,69.3121,18.579,18.091,16.928,217.017
Urban,3,6.573,0.754,33.638,33.468,731.142
Urban,3,64.1651,18.548,30.358,29.059,337.157
Urban,2,72.4443,18.532,13.95,19.173,287.165
Urban,3,72.6558,17.077,16.259,15.661,210.936
Rural,1,25.8702,5.181,14.035,12.699,300.609
Urban,3,3.451,0.672,39.072,32.014,1236.301
Rural,1,34.4109,6.84,19.933,19.997,263.34
Urban,3,72.7487,18.592,14.169,13.415,187.216
Urban,2,36.4564,1.903,24.629,15.995,375.099
Urban,3,31.2546,6.72,29.9,29.51,360.743
Urban,3,126.2431,11.251,13.826,12.135,182.552
Urban,3,96.6357,6.361,13.719,12.286,229.007
Urban,3,96.2305,4.592,13.356,14.292,229.586
Urban,3,105.7756,6.066,10.914,8.112,154.311
Urban,3,61.8915,10.126,14.637,12.823,188.457
Urban,3,70.0288,16.947,8.186,7.232,162.432
Urban,3,36.7368,9.32,19.476,18.967,253.092
Urban,2,16.8206,0.837,22.052,27.129,798.821
Urban,3,39.7141,10.161,20.174,23.163,281.726
Urban,3,44.5801,14.218,23.74,22.293,273.15
Urban,3,6.1411,0.378,19.904,18.657,699.215
Urban,3,26.218,5.902,20.308,19.147,274.232
Rural,2,2.564,0.381,32.341,31.29,1449.815
Rural,2,5.6383,0.91,28.083,24.977,819.462
Rural,1,7.2424,1.033,24.363,23.315,581.309
,0,35.8594,9.259,14.276,13.838,199.584
Urban,3,101.76,6.399,16.596,15.321,271.574
Urban,3,84.0146,11.437,12.38,21.196,273.366
Rural,1,5.6019,0.355,61.026,60.509,1033.512
Urban,3,4.1219,0.77,22.406,20.093,4142.948
Rural,1,2.8037,0.596,24.917,22.379,1636.15
Urban,1,3.7455,0.377,31.729,30.643,1063.127
,0,2.6923,0.377,35.05,34.078,3118.565
Rural,2,1.5777,0.424,37.02,35.298,2175.312
Rural,1,3.6492,0.377,49.968,49.823,1184.665
Urban,2,31.914,9.37,28.196,21.137,422.133
Urban,1,68.725,15.257,16.333,15.322,235.779
Urban,3,53.9015,3.048,11.799,8.326,195.068
Urban,3,22.7351,6.337,16.005,14.143,401.012
Urban,1,9.7553,0.71,32.838,30.941,630.211
,1,0.4506,0.259,53.243,50.41,7508.358
Urban,3,55.8998,18.283,21.084,20.837,281.397
Rural,1,3.6809,0.355,36.241,30.951,1357.209
Rural,1,15.1799,7.169,18.569,16.83,351.19
Urban,3,33.4674,7.806,NA,17.168,NA
Rural,1,0.7929,0.665,39.22,28.713,4417.291
Rural,1,6.2788,0.38,37.88,37.683,1540.239
Rural,3,19.5953,3.596,29.523,21.108,428.049
Rural,2,2.416,0.401,40.483,38.92,1558.101
Urban,3,37.0748,9.401,19.606,21.921,305.282
Urban,3,51.5141,13.038,20.202,19.436,240.848
Urban,3,42.4528,8.554,18.698,17.598,240.175
Urban,1,36.2458,8.859,40.328,29.092,337.456
Urban,3,8.4025,0.75,35.415,31.904,804.134
Urban,3,21.3127,5.668,18.876,13.284,NA
Rural,1,4.1906,0.399,38.517,38.661,1069.062
Urban,3,33.4371,8.867,11.204,9.895,175.425
Urban,3,156.4833,12.426,17.699,14.941,220.163
Urban,3,60.6427,13.659,26.983,18.779,538.729
Urban,3,52.0082,12.929,14.811,14.994,192.69
Urban,1,55.843,17.753,NA,15.156,NA
Rural,1,0.4395,0.384,27.79,26.346,7270.025
Urban,3,36.6284,9.262,18.491,17.037,259.453
Urban,3,70.1061,18.58,7.177,6.794,340.801
Urban,3,66.7111,18.583,16.728,15.824,191.857
Urban,4,79.0313,18.334,14.417,7.61,350.706
Rural,1,49.4088,10.21,14.135,13.682,176.834
Urban,3,71.1789,17.117,7.384,7.352,351.613
Urban,3,60.6431,18.38,14.412,14.434,191.596
Urban,2,46.9205,11.291,25.126,23.897,284.182
Rural,3,19.6242,1.714,21.493,22.357,337.97
Urban,3,4.3602,0.798,33.391,31.84,1055.532
Urban,3,30.3919,5.93,10.06,8.47,186.897
Urban,3,6.2093,0.828,41.023,39.329,953.904
Urban,4,5.7797,0.74,27.822,26.573,899.124
Rural,3,5.4346,0.953,14.546,14.352,831.656
Rural,3,128.2502,8.817,22.145,19.641,327.268
Rural,1,2.9841,0.373,32.894,32.701,1687.282
Urban,2,155.8253,12.758,12.842,10.648,162.715
Urban,3,138.5261,12.738,13.858,13.95,228.998
Urban,3,145.3353,11.477,13.481,11.813,176.324
Urban,3,151.3572,12.722,13.901,11.37,198.659
Urban,3,83.3859,6.086,14.919,13.371,192.5
Urban,3,103.8392,6.028,12.611,13.203,186.327
Urban,3,155.177,11.854,15.224,14.828,200.688
Urban,3,37.1614,12.598,9.569,8.401,156.349
Rural,1,100.9134,6.427,12.904,14.357,237.051
Urban,3,135.6133,12.604,14.993,13.962,247.799
Urban,2,72.0264,18.697,NA,17.067,NA
Urban,3,98.7314,6.114,14.911,16.871,245.521
Urban,3,106.8292,6.088,18.857,13.047,184.376
Rural,2,31.4684,4.068,29.326,28.356,313.981
Urban,3,133.3774,12.683,14.116,12.001,215.278
Urban,3,150.644,12.685,15.461,15.897,255.585
Urban,3,73.0205,18.592,25.862,14.743,192.615
Urban,3,150.9621,12.781,15.403,12.852,218.794
Urban,3,103.2928,6.096,18.068,16.254,236.339
Rural,1,69.4894,18.59,19.22,18.008,226.949
Urban,3,146.2579,12.004,11.383,13.909,198.593
Urban,3,82.2696,6.056,17.487,14.815,221.143
Urban,3,147.3991,11.467,11.977,12.568,194.774
Urban,3,79.9638,6.05,14.911,9.51,255.107
Urban,3,74.5941,6.092,17.727,13.996,208.93
Urban,3,152.3561,11.795,15.702,13.047,168.134
Urban,3,153.1779,12.74,13.995,14.763,248.356
Urban,3,101.158,5.898,21.872,17.182,251.161
Urban,3,145.2322,12.643,13.069,8.973,198.775
Urban,4,77.2552,18.369,13.108,7.648,421.728
Urban,3,105.374,6.04,18.883,14.423,203.499
Urban,3,150.9925,12.694,13.965,14.169,232.893
Urban,3,153.0444,11.392,13.403,12.293,179.173
Urban,3,141.6036,11.559,24.321,12.35,283.702
Urban,3,143.755,11.91,15.279,16.162,250.292
Urban,3,100.9651,6.112,16.837,16.362,232.514
Urban,3,13.6897,1.426,24.733,17.517,751.834
Urban,3,55.9106,17.131,13.35,13.576,180.99
Urban,3,29.4277,16.223,NA,27.537,NA
Urban,3,91.2706,12.743,13.415,14.086,219.073
Urban,3,62.9536,18.579,17.727,17.673,210.083
Urban,3,154.9606,12.751,18.001,14.707,249.871
Rural,3,11.4838,0.971,16.291,17.109,419.542
Urban,3,2.4232,0.794,25.262,23.982,1524.219
Urban,3,49.5011,2.758,34.921,37.909,727.201
Urban,3,36.9455,9.344,16.542,16.349,217.659
,0,109.8233,11.616,11.671,11.448,200.863
Urban,2,34.8435,1.929,32.841,24.72,331.783
Urban,3,72.5733,19.517,21.748,17.064,233.879
Urban,4,12.168,0.738,29.499,28.665,491.131
Urban,3,25.0167,6.654,33.248,22.438,300.816
Urban,3,145.3179,12.782,17.266,18.678,281.336
Urban,3,2.662,0.566,34.348,37.865,1475.083
Urban,3,4.8237,0.763,44.538,35.246,892.854
Urban,3,36.3079,9.305,18.648,18.263,240.113
Rural,1,0.6741,0.425,42.672,40.873,5288.734
,0,183.4781,21.308,14.592,13.105,187.149
Urban,4,57.6554,8.715,13.421,7.724,377.215
Urban,4,78.9319,18.017,9.972,7.698,391.353
Urban,4,58.3969,8.791,13.625,7.75,408.298
Urban,3,47.1299,19.194,24.176,24.3,330.703
Urban,3,46.727,16.639,10.424,10.176,160.601
Urban,3,37.1314,9.316,17.393,15.741,248.268
Rural,3,1.0529,0.715,54.897,32.662,3641.975
Urban,3,36.8633,1.82,NA,14.15,NA
Rural,2,36.6072,9.373,22.297,21.816,258.115
Urban,3,16.7679,5.712,32.181,28.224,460.936
Urban,3,32.5838,6.86,17.349,16.971,271.301
Rural,1,37.3003,9.779,17.772,10.838,244.752
Urban,2,28.8864,1.838,27.035,16.994,246.58
Urban,3,37.1117,1.73,15.3,14.209,245.921
Urban,3,37.0961,9.803,17.695,13.412,252.666
,0,42.4817,6.313,21.958,20.983,246.414
Rural,1,33.5429,9.661,19.51,11.807,578.489
Urban,3,118.3921,11.841,16.882,9.879,208.051
Urban,3,93.5694,6.093,15.734,12.302,190.518
Urban,3,43.0577,6.471,8.933,7.917,143.706
Urban,3,82.6005,6.387,14.725,13.233,238.379
Urban,3,105.3237,6.074,12.91,8.972,159.6
Urban,3,101.9909,6.096,14.319,12.338,204.799
Urban,3,99.9931,5.943,27.812,20.966,326.308
Urban,3,101.3965,6.094,12.893,12.474,193.818
Urban,3,105.5973,6.424,16.535,15.191,245.43
Urban,3,103.5225,6.087,13.875,13.643,197.096
Urban,3,137.1033,11.965,17.083,14.791,213.992
Urban,3,89.7415,6.082,12.234,12.094,174.107
Urban,3,105.1735,6.427,15.42,14.542,249.071
Urban,3,112.5151,12.772,14.365,16.787,268.727
Urban,3,105.647,6.432,12.885,9.863,154.475
Urban,3,103.8056,6.069,15.377,18.475,238.168
Urban,3,101.781,6.09,17.547,20.36,271.408
Urban,3,133.0394,12.622,12.365,9.295,187.204
Urban,3,62.3304,18.027,18.583,17.474,230.939
Rural,4,34.9724,2.743,41.048,42.862,506.172
,0,74.3633,21.36,14.35,13.491,236.931
Urban,3,165.7886,21.345,11.82,10.722,144.741
Urban,1,184.4083,21.475,11.261,9.894,160.76
Urban,3,71.5394,21.373,14.571,13.914,262.431
Urban,3,162.8546,21.066,10.263,10.377,158.142
Urban,3,93.358,20.701,11.821,11.356,146.528
Urban,3,92.9093,20.652,11.164,10.749,158.06
,0,242.6918,20.734,8.786,7.687,352.72
Urban,3,144.4313,16.74,32.056,37.586,454.669
Urban,3,171.386,21.574,16.761,15.601,225.56
Urban,3,163.6515,20.874,16.961,16.593,207.647
Urban,3,152.7696,21.354,11.645,10.689,148.55
Urban,3,92.9,20.632,13.345,10.154,182.827
Urban,3,166.7417,20.968,13.206,13.405,163.835
Urban,3,175.4317,21.342,11.463,10.746,149.493
Urban,3,77.9926,21.359,11.554,10.156,276.381
Urban,3,171.314,21.348,14.747,14.085,172.068
Urban,3,155.392,20.966,16.515,15.598,197.181
Urban,3,147.1515,20.884,10.172,9.646,224.442
Urban,3,35.2736,11.143,11.657,10.867,172.783
Urban,2,178.6367,28.776,15.855,14.948,202.825
,0,260.0234,28.815,6.241,3.852,626.834
Urban,3,181.7414,31.559,5.869,3.315,346.713
,0,88.6355,31.472,6.757,5.058,421.236
Urban,3,177.7934,28.757,15.514,14.637,193.174
Urban,3,169.4508,31.438,12.543,11.915,190.757
,0,258.7019,31.528,7.403,4.814,383.683
Urban,3,229.5381,31.536,11.797,10.293,142.115
Urban,3,187.0201,31.532,16.943,16.224,205.45
Urban,3,15.9556,1.327,36.54,33.127,640.635
Urban,3,84.994,6.012,17.649,19.39,239.231
Urban,3,92.1799,5.893,18.994,19.293,260.289
Urban,1,84.2074,6.08,11.567,10.515,284.965
Urban,3,77.0301,6.08,12.147,13.074,162.952
Urban,3,105.5433,11.35,12.014,12.698,202.232
Urban,3,103.8608,6.423,15.05,13.734,237.608
Urban,3,61.4245,17.646,11.84,15.062,195.687
Urban,3,131.6076,20.71,11.281,11.906,596.058
Urban,0,92.7076,20.614,10.081,8.611,139.774
Urban,3,174.399,21.481,11.658,10.092,176.504
Urban,1,186.2217,21.347,6.787,4.843,492.572
Urban,3,98.1155,20.607,11.449,10.561,177.088
Urban,3,171.0742,21.55,17.201,15.903,218.524
Urban,3,192.1974,21.273,6.457,3.969,551.959
Urban,3,93.6838,20.684,11.492,10.787,155.978
Urban,3,179.0323,21.346,11.671,10.443,160.205
Urban,3,173.1694,20.989,14.941,15.915,192.175
,0,221.0539,31.567,13.296,12.691,169.317
,3,159.8047,18.592,6.644,4.114,2013.399
Urban,3,117.9945,21.418,17.344,16.667,186.457
Urban,3,77.6974,31.355,11.507,11.453,2876.36
Rural,1,1.1255,0.471,36.712,35.332,2866.162
Urban,3,19.283,1.969,14.944,16.431,811.783
